login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
vadorovsky,vadorovsky/abseil-cpp,2018-10-19T13:55:08Z,0,0,C++,True,False,Apache License 2.0
chootka,chootka/90.1_HouseFM,2017-12-28T08:24:07Z,1,1,C,True,True,None
mzaks,mzaks/AbehtPlayground,2018-05-28T09:23:10Z,1,1,Swift,True,True,None
knutin,knutin/arrow-slice-bug,2021-06-02T08:19:27Z,0,0,Rust,True,True,None
batin,batin/Abn-Barcode-App,2020-01-02T22:31:30Z,2,2,JavaScript,True,True,None
reactormonk,reactormonk/aeson-qq,2020-03-30T13:44:41Z,0,0,,True,True,MIT License
nulltea,nulltea/2P-PSI,2024-10-05T10:40:02Z,0,0,,True,True,MIT License
Shpota,Shpota/abcdator,2020-07-30T16:31:02Z,0,0,Kotlin,True,True,Apache License 2.0
holgerd77,holgerd77/aleth,2018-11-06T13:39:19Z,0,0,C++,True,True,GNU General Public License v3.0
Dineshkarthik,Dineshkarthik/amazon-kinesis-client-ruby,2016-03-24T06:31:03Z,0,0,Ruby,True,False,Other
zutrinken,zutrinken/attila,2015-02-27T23:38:24Z,1432,1432,JavaScript,True,True,MIT License
mustafaozhan,mustafaozhan/AlbumTrackList,2019-06-21T20:08:28Z,1,1,Swift,True,True,None
nmicht,nmicht/30-days-javascript,2024-01-20T19:04:41Z,0,0,JavaScript,True,True,None
carlosmn,carlosmn/aoc2017,2017-12-04T19:39:26Z,0,0,Rust,True,True,None
roquebuarquejr,roquebuarquejr/ArtistList,2024-06-21T14:21:54Z,0,0,Kotlin,True,True,None
dmstern,dmstern/age-calculator,2020-07-04T21:06:00Z,1,1,JavaScript,True,True,None
Robbepop,Robbepop/a-tale-of-binary-translation,2023-03-11T10:26:48Z,0,0,,True,True,Apache License 2.0
soulshake,soulshake/aiguillage,2016-04-11T15:44:02Z,0,0,Nginx,True,True,None
